cidade_norm,ano,mes,count,ano_mes
Mata Grande,2024,3,1,2024-03-01
Mata Grande,2024,12,1,2024-12-01
Mata Grande,2025,3,1,2025-03-01
Mata Grande,2025,5,1,2025-05-01
Mata Grande,2025,9,1,2025-09-01
Mata Grande,2026,4,1,2026-04-01
Matriz de Camaragibe,2012,2,2,2012-02-01
Matriz de Camaragibe,2012,3,3,2012-03-01
Matriz de Camaragibe,2012,4,1,2012-04-01
Matriz de Camaragibe,2012,5,1,2012-05-01
Matriz de Camaragibe,2012,6,3,2012-06-01
Matriz de Camaragibe,2012,7,2,2012-07-01
Matriz de Camaragibe,2012,9,1,2012-09-01
Matriz de Camaragibe,2012,11,3,2012-11-01
Matriz de Camaragibe,2012,12,1,2012-12-01
Matriz de Camaragibe,2013,4,2,2013-04-01
Matriz de Camaragibe,2013,6,1,2013-06-01
Matriz de Camaragibe,2013,7,1,2013-07-01
Matriz de Camaragibe,2013,8,2,2013-08-01
Matriz de Camaragibe,2013,9,1,2013-09-01
Matriz de Camaragibe,2013,10,1,2013-10-01
Matriz de Camaragibe,2013,11,2,2013-11-01
Matriz de Camaragibe,2013,12,3,2013-12-01
Matriz de Camaragibe,2014,3,2,2014-03-01
Matriz de Camaragibe,2014,4,2,2014-04-01
Matriz de Camaragibe,2014,5,4,2014-05-01
Matriz de Camaragibe,2014,6,2,2014-06-01
Matriz de Camaragibe,2014,7,2,2014-07-01
Matriz de Camaragibe,2014,8,2,2014-08-01
Matriz de Camaragibe,2014,9,1,2014-09-01
Matriz de Camaragibe,2014,10,2,2014-10-01
Matriz de Camaragibe,2014,11,1,2014-11-01
Matriz de Camaragibe,2014,12,2,2014-12-01
Matriz de Camaragibe,2015,1,4,2015-01-01
Matriz de Camaragibe,2015,2,2,2015-02-01
Matriz de Camaragibe,2015,3,2,2015-03-01
Matriz de Camaragibe,2015,4,1,2015-04-01
Matriz de Camaragibe,2015,5,3,2015-05-01
Matriz de Camaragibe,2015,6,1,2015-06-01
Matriz de Camaragibe,2015,7,2,2015-07-01
Matriz de Camaragibe,2015,8,3,2015-08-01
Matriz de Camaragibe,2015,11,2,2015-11-01
Matriz de Camaragibe,2015,12,1,2015-12-01
Matriz de Camaragibe,2016,1,1,2016-01-01
Matriz de Camaragibe,2016,2,2,2016-02-01
Matriz de Camaragibe,2016,3,2,2016-03-01
Matriz de Camaragibe,2016,4,2,2016-04-01
Matriz de Camaragibe,2016,5,1,2016-05-01
Matriz de Camaragibe,2016,7,2,2016-07-01
Matriz de Camaragibe,2016,9,2,2016-09-01
Matriz de Camaragibe,2016,11,1,2016-11-01
Matriz de Camaragibe,2017,1,1,2017-01-01
Matriz de Camaragibe,2017,3,3,2017-03-01
Matriz de Camaragibe,2017,4,2,2017-04-01
Matriz de Camaragibe,2017,6,1,2017-06-01
Matriz de Camaragibe,2017,9,1,2017-09-01
Matriz de Camaragibe,2017,11,1,2017-11-01
Matriz de Camaragibe,2017,12,2,2017-12-01
Matriz de Camaragibe,2018,5,1,2018-05-01
Matriz de Camaragibe,2018,6,3,2018-06-01
Matriz de Camaragibe,2018,10,2,2018-10-01
Matriz de Camaragibe,2018,11,1,2018-11-01
Matriz de Camaragibe,2018,12,1,2018-12-01
Matriz de Camaragibe,2019,1,2,2019-01-01
Matriz de Camaragibe,2019,2,3,2019-02-01
Matriz de Camaragibe,2019,3,1,2019-03-01
Matriz de Camaragibe,2019,7,1,2019-07-01
Matriz de Camaragibe,2019,11,3,2019-11-01
Matriz de Camaragibe,2020,1,2,2020-01-01
Matriz de Camaragibe,2020,2,1,2020-02-01
Matriz de Camaragibe,2020,4,2,2020-04-01
Matriz de Camaragibe,2020,6,1,2020-06-01
Matriz de Camaragibe,2020,7,2,2020-07-01
Matriz de Camaragibe,2020,9,1,2020-09-01
Matriz de Camaragibe,2020,11,1,2020-11-01
Matriz de Camaragibe,2021,2,1,2021-02-01
Matriz de Camaragibe,2021,3,1,2021-03-01
Matriz de Camaragibe,2021,8,1,2021-08-01
Matriz de Camaragibe,2021,10,1,2021-10-01
Matriz de Camaragibe,2021,11,1,2021-11-01
Matriz de Camaragibe,2022,1,1,2022-01-01
Matriz de Camaragibe,2022,2,1,2022-02-01
Matriz de Camaragibe,2022,4,3,2022-04-01
Matriz de Camaragibe,2022,6,2,2022-06-01
Matriz de Camaragibe,2022,7,1,2022-07-01
Matriz de Camaragibe,2022,8,1,2022-08-01
Matriz de Camaragibe,2022,9,1,2022-09-01
Matriz de Camaragibe,2022,11,1,2022-11-01
Matriz de Camaragibe,2023,2,1,2023-02-01
Matriz de Camaragibe,2023,3,1,2023-03-01
Matriz de Camaragibe,2023,5,4,2023-05-01
Matriz de Camaragibe,2023,7,1,2023-07-01
Matriz de Camaragibe,2024,4,1,2024-04-01
Matriz de Camaragibe,2024,5,1,2024-05-01
Matriz de Camaragibe,2024,8,1,2024-08-01
Matriz de Camaragibe,2024,10,2,2024-10-01
Matriz de Camaragibe,2024,12,2,2024-12-01
Matriz de Camaragibe,2025,1,2,2025-01-01
Matriz de Camaragibe,2025,3,2,2025-03-01
Matriz de Camaragibe,2025,4,1,2025-04-01
Matriz de Camaragibe,2025,5,2,2025-05-01
Matriz de Camaragibe,2025,7,2,2025-07-01
Matriz de Camaragibe,2025,8,1,2025-08-01
Matriz de Camaragibe,2025,12,1,2025-12-01
Matriz de Camaragibe,2026,1,3,2026-01-01
Matriz de Camaragibe,2026,2,3,2026-02-01
Matriz de Camaragibe,2026,4,1,2026-04-01
Messias,2012,1,2,2012-01-01
Messias,2012,2,3,2012-02-01
Messias,2012,4,2,2012-04-01
Messias,2012,5,1,2012-05-01
Messias,2012,7,1,2012-07-01
Messias,2012,10,3,2012-10-01
Messias,2013,2,2,2013-02-01
Messias,2013,3,2,2013-03-01
Messias,2013,4,2,2013-04-01
Messias,2013,6,2,2013-06-01
Messias,2013,10,1,2013-10-01
Messias,2013,12,2,2013-12-01
Messias,2014,1,1,2014-01-01
Messias,2014,2,1,2014-02-01
Messias,2014,5,2,2014-05-01
Messias,2014,6,3,2014-06-01
Messias,2014,7,1,2014-07-01
Messias,2014,9,3,2014-09-01
Messias,2014,12,2,2014-12-01
Messias,2015,1,2,2015-01-01
Messias,2015,3,2,2015-03-01
Messias,2015,4,1,2015-04-01
Messias,2015,6,1,2015-06-01
Messias,2015,7,3,2015-07-01
Messias,2015,9,2,2015-09-01
Messias,2015,11,1,2015-11-01
Messias,2016,1,1,2016-01-01
Messias,2016,3,3,2016-03-01
Messias,2016,6,1,2016-06-01
Messias,2016,7,1,2016-07-01
Messias,2016,10,1,2016-10-01
Messias,2016,11,2,2016-11-01
Messias,2017,1,1,2017-01-01
Messias,2017,2,1,2017-02-01
Messias,2017,4,1,2017-04-01
Messias,2017,7,2,2017-07-01
Messias,2017,11,1,2017-11-01
Messias,2018,2,1,2018-02-01
Messias,2018,3,1,2018-03-01
Messias,2018,4,1,2018-04-01
Messias,2018,6,2,2018-06-01
Messias,2018,7,1,2018-07-01
Messias,2018,9,3,2018-09-01
Messias,2018,10,3,2018-10-01
Messias,2018,12,2,2018-12-01
Messias,2019,2,1,2019-02-01
Messias,2019,3,1,2019-03-01
Messias,2019,4,2,2019-04-01
Messias,2019,8,1,2019-08-01
Messias,2019,11,2,2019-11-01
Messias,2020,2,1,2020-02-01
Messias,2020,3,1,2020-03-01
Messias,2020,7,1,2020-07-01
Messias,2020,8,2,2020-08-01
Messias,2021,2,1,2021-02-01
Messias,2021,6,1,2021-06-01
Messias,2021,11,1,2021-11-01
Messias,2022,1,1,2022-01-01
Messias,2022,8,1,2022-08-01
Messias,2022,11,2,2022-11-01
Messias,2023,1,2,2023-01-01
Messias,2023,2,1,2023-02-01
Messias,2023,3,3,2023-03-01
Messias,2023,4,1,2023-04-01
Messias,2023,9,2,2023-09-01
Messias,2024,2,1,2024-02-01
Messias,2024,8,1,2024-08-01
Messias,2024,12,1,2024-12-01
Messias,2025,3,1,2025-03-01
Minador do Negrão,2015,1,1,2015-01-01
Minador do Negrão,2015,5,1,2015-05-01
Minador do Negrão,2017,4,1,2017-04-01
Minador do Negrão,2018,4,1,2018-04-01
Minador do Negrão,2018,5,1,2018-05-01
Minador do Negrão,2018,6,1,2018-06-01
Minador do Negrão,2019,7,2,2019-07-01
Minador do Negrão,2023,5,1,2023-05-01
Minador do Negrão,2023,8,1,2023-08-01
Minador do Negrão,2024,1,1,2024-01-01
Minador do Negrão,2024,2,1,2024-02-01
Minador do Negrão,2025,12,1,2025-12-01
Monteirópolis,2012,4,1,2012-04-01
Monteirópolis,2013,8,1,2013-08-01
Monteirópolis,2014,7,1,2014-07-01
Monteirópolis,2014,10,1,2014-10-01
Monteirópolis,2015,7,1,2015-07-01
Monteirópolis,2015,11,1,2015-11-01
Monteirópolis,2017,6,1,2017-06-01
Monteirópolis,2017,9,1,2017-09-01
Monteirópolis,2019,1,4,2019-01-01
Monteirópolis,2020,4,1,2020-04-01
Monteirópolis,2020,12,1,2020-12-01
Monteirópolis,2022,2,1,2022-02-01
Monteirópolis,2023,2,1,2023-02-01
Monteirópolis,2024,10,1,2024-10-01
Monteirópolis,2025,4,2,2025-04-01
Murici,2012,1,1,2012-01-01
Murici,2012,2,7,2012-02-01
Murici,2012,3,1,2012-03-01
Murici,2012,4,1,2012-04-01
Murici,2012,5,1,2012-05-01
Murici,2012,6,1,2012-06-01
Murici,2012,7,6,2012-07-01
Murici,2012,8,1,2012-08-01
Murici,2012,10,1,2012-10-01
Murici,2012,11,5,2012-11-01
Murici,2012,12,5,2012-12-01
Murici,2013,2,5,2013-02-01
Murici,2013,3,7,2013-03-01
Murici,2013,4,4,2013-04-01
Murici,2013,5,3,2013-05-01
Murici,2013,6,6,2013-06-01
Murici,2013,7,2,2013-07-01
Murici,2013,8,2,2013-08-01
Murici,2013,9,4,2013-09-01
Murici,2013,10,9,2013-10-01
Murici,2013,11,5,2013-11-01
Murici,2013,12,3,2013-12-01
Murici,2014,1,4,2014-01-01
Murici,2014,2,2,2014-02-01
Murici,2014,3,3,2014-03-01
Murici,2014,4,3,2014-04-01
Murici,2014,5,5,2014-05-01
Murici,2014,6,3,2014-06-01
Murici,2014,7,1,2014-07-01
Murici,2014,8,2,2014-08-01
Murici,2014,9,1,2014-09-01
Murici,2014,10,1,2014-10-01
Murici,2014,11,1,2014-11-01
Murici,2015,1,2,2015-01-01
Murici,2015,2,1,2015-02-01
Murici,2015,3,1,2015-03-01
Murici,2015,4,3,2015-04-01
Murici,2015,6,3,2015-06-01
Murici,2015,7,3,2015-07-01
Murici,2015,8,2,2015-08-01
Murici,2015,9,2,2015-09-01
Murici,2015,10,7,2015-10-01
Murici,2015,12,2,2015-12-01
Murici,2016,1,4,2016-01-01
Murici,2016,2,3,2016-02-01
Murici,2016,3,3,2016-03-01
Murici,2016,4,2,2016-04-01
Murici,2016,5,1,2016-05-01
Murici,2016,9,1,2016-09-01
Murici,2016,12,5,2016-12-01
Murici,2017,1,2,2017-01-01
Murici,2017,2,4,2017-02-01
Murici,2017,4,1,2017-04-01
Murici,2017,6,1,2017-06-01
Murici,2017,8,3,2017-08-01
Murici,2017,9,5,2017-09-01
Murici,2017,10,1,2017-10-01
Murici,2017,11,1,2017-11-01
Murici,2017,12,2,2017-12-01
Murici,2018,1,1,2018-01-01
Murici,2018,2,1,2018-02-01
Murici,2018,3,1,2018-03-01
Murici,2018,4,4,2018-04-01
Murici,2018,5,2,2018-05-01
Murici,2018,6,1,2018-06-01
Murici,2018,7,1,2018-07-01
Murici,2018,8,2,2018-08-01
Murici,2018,10,3,2018-10-01
Murici,2018,11,1,2018-11-01
Murici,2018,12,1,2018-12-01
Murici,2019,5,2,2019-05-01
Murici,2019,7,1,2019-07-01
Murici,2019,8,1,2019-08-01
Murici,2019,11,1,2019-11-01
Murici,2019,12,1,2019-12-01
Murici,2020,1,1,2020-01-01
Murici,2020,2,4,2020-02-01
Murici,2020,4,2,2020-04-01
Murici,2020,6,1,2020-06-01
Murici,2020,9,1,2020-09-01
Murici,2020,10,1,2020-10-01
Murici,2021,3,1,2021-03-01
Murici,2021,8,1,2021-08-01
Murici,2021,10,1,2021-10-01
Murici,2021,11,1,2021-11-01
Murici,2021,12,2,2021-12-01
Murici,2022,2,3,2022-02-01
Murici,2022,4,1,2022-04-01
Murici,2022,5,1,2022-05-01
Murici,2022,6,1,2022-06-01
Murici,2022,7,2,2022-07-01
Murici,2022,9,1,2022-09-01
Murici,2022,10,3,2022-10-01
Murici,2022,12,2,2022-12-01
Murici,2023,1,2,2023-01-01
Murici,2023,2,1,2023-02-01
Murici,2023,3,1,2023-03-01
Murici,2023,4,2,2023-04-01
Murici,2023,5,2,2023-05-01
Murici,2023,6,1,2023-06-01
Murici,2023,11,2,2023-11-01
Murici,2023,12,1,2023-12-01
Murici,2024,1,3,2024-01-01
Murici,2024,2,1,2024-02-01
Murici,2024,4,1,2024-04-01
Murici,2024,5,1,2024-05-01
Murici,2024,10,1,2024-10-01
Murici,2024,11,2,2024-11-01
Murici,2025,1,2,2025-01-01
Murici,2025,3,3,2025-03-01
Murici,2025,6,1,2025-06-01
Murici,2025,11,1,2025-11-01
Murici,2025,12,1,2025-12-01
Novo Lino,2012,4,1,2012-04-01
Novo Lino,2012,10,1,2012-10-01
Novo Lino,2012,12,1,2012-12-01
Novo Lino,2014,1,1,2014-01-01
Novo Lino,2014,2,1,2014-02-01
Novo Lino,2014,4,1,2014-04-01
Novo Lino,2014,5,1,2014-05-01
Novo Lino,2015,2,1,2015-02-01
Novo Lino,2015,3,1,2015-03-01
Novo Lino,2015,4,1,2015-04-01
Novo Lino,2015,6,1,2015-06-01
Novo Lino,2015,7,1,2015-07-01
Novo Lino,2015,9,3,2015-09-01
Novo Lino,2015,11,1,2015-11-01
Novo Lino,2015,12,1,2015-12-01
Novo Lino,2016,1,2,2016-01-01
Novo Lino,2016,5,2,2016-05-01
Novo Lino,2016,8,1,2016-08-01
Novo Lino,2016,9,1,2016-09-01
Novo Lino,2017,2,1,2017-02-01
Novo Lino,2017,8,1,2017-08-01
Novo Lino,2017,9,1,2017-09-01
Novo Lino,2018,3,1,2018-03-01
Novo Lino,2018,6,1,2018-06-01
Novo Lino,2018,8,3,2018-08-01
Novo Lino,2019,3,1,2019-03-01
Novo Lino,2019,8,2,2019-08-01
Novo Lino,2019,12,1,2019-12-01
Novo Lino,2020,4,1,2020-04-01
Novo Lino,2021,1,1,2021-01-01
Novo Lino,2021,2,2,2021-02-01
Novo Lino,2021,9,2,2021-09-01
Novo Lino,2021,12,1,2021-12-01
Novo Lino,2022,1,1,2022-01-01
Novo Lino,2023,2,1,2023-02-01
Novo Lino,2024,5,1,2024-05-01
Novo Lino,2024,6,1,2024-06-01
Novo Lino,2024,8,1,2024-08-01
Novo Lino,2024,9,1,2024-09-01
Novo Lino,2024,12,1,2024-12-01
Novo Lino,2025,1,2,2025-01-01
Novo Lino,2025,6,1,2025-06-01
Novo Lino,2025,10,1,2025-10-01
Novo Lino,2026,3,1,2026-03-01
Novo Lino,2026,4,1,2026-04-01
Olho d Água Grande,2012,2,1,2012-02-01
Olho d Água Grande,2012,5,1,2012-05-01
Olho d Água Grande,2012,11,1,2012-11-01
Olho d Água Grande,2013,1,1,2013-01-01
Olho d Água Grande,2013,6,2,2013-06-01
Olho d Água Grande,2013,8,1,2013-08-01
Olho d Água Grande,2014,1,2,2014-01-01
Olho d Água Grande,2014,5,1,2014-05-01
Olho d Água Grande,2015,1,2,2015-01-01
Olho d Água Grande,2015,4,2,2015-04-01
Olho d Água Grande,2015,5,1,2015-05-01
Olho d Água Grande,2016,3,3,2016-03-01
Olho d Água Grande,2016,7,1,2016-07-01
Olho d Água Grande,2016,11,1,2016-11-01
Olho d Água Grande,2017,1,1,2017-01-01
Olho d Água Grande,2019,8,1,2019-08-01
Olho d Água Grande,2019,9,1,2019-09-01
Olho d Água Grande,2021,11,1,2021-11-01
Olho d Água Grande,2022,1,1,2022-01-01
Olho d Água Grande,2022,9,1,2022-09-01
Olho d Água Grande,2022,10,1,2022-10-01
Olho d Água Grande,2022,12,1,2022-12-01
Olho d Água Grande,2023,8,1,2023-08-01
Olho d Água Grande,2024,2,1,2024-02-01
Olho d Água Grande,2024,3,2,2024-03-01
Olho d Água Grande,2024,8,1,2024-08-01
Olho d Água das Flores,2012,1,1,2012-01-01
Olho d Água das Flores,2012,2,1,2012-02-01
Olho d Água das Flores,2012,3,1,2012-03-01
Olho d Água das Flores,2012,4,2,2012-04-01
Olho d Água das Flores,2012,5,1,2012-05-01
Olho d Água das Flores,2012,6,1,2012-06-01
Olho d Água das Flores,2012,8,2,2012-08-01
Olho d Água das Flores,2012,9,1,2012-09-01
Olho d Água das Flores,2013,2,1,2013-02-01
Olho d Água das Flores,2013,3,1,2013-03-01
Olho d Água das Flores,2013,5,2,2013-05-01
Olho d Água das Flores,2013,7,1,2013-07-01
Olho d Água das Flores,2013,8,1,2013-08-01
Olho d Água das Flores,2013,9,2,2013-09-01
Olho d Água das Flores,2013,11,1,2013-11-01
Olho d Água das Flores,2013,12,1,2013-12-01
Olho d Água das Flores,2014,1,1,2014-01-01
Olho d Água das Flores,2014,2,1,2014-02-01
Olho d Água das Flores,2014,3,1,2014-03-01
Olho d Água das Flores,2014,6,1,2014-06-01
Olho d Água das Flores,2014,8,5,2014-08-01
Olho d Água das Flores,2014,10,1,2014-10-01
Olho d Água das Flores,2014,11,1,2014-11-01
Olho d Água das Flores,2014,12,3,2014-12-01
Olho d Água das Flores,2015,1,1,2015-01-01
Olho d Água das Flores,2015,2,1,2015-02-01
Olho d Água das Flores,2015,4,1,2015-04-01
Olho d Água das Flores,2015,5,1,2015-05-01
Olho d Água das Flores,2015,10,1,2015-10-01
Olho d Água das Flores,2015,11,1,2015-11-01
Olho d Água das Flores,2016,4,1,2016-04-01
Olho d Água das Flores,2016,6,3,2016-06-01
Olho d Água das Flores,2016,8,1,2016-08-01
Olho d Água das Flores,2016,10,1,2016-10-01
Olho d Água das Flores,2016,11,1,2016-11-01
Olho d Água das Flores,2016,12,3,2016-12-01
Olho d Água das Flores,2017,1,3,2017-01-01
Olho d Água das Flores,2017,2,1,2017-02-01
Olho d Água das Flores,2017,3,1,2017-03-01
Olho d Água das Flores,2017,4,2,2017-04-01
Olho d Água das Flores,2017,5,1,2017-05-01
Olho d Água das Flores,2017,7,1,2017-07-01
Olho d Água das Flores,2017,10,1,2017-10-01
Olho d Água das Flores,2017,11,1,2017-11-01
Olho d Água das Flores,2017,12,2,2017-12-01
Olho d Água das Flores,2018,3,1,2018-03-01
Olho d Água das Flores,2018,4,1,2018-04-01
Olho d Água das Flores,2018,5,1,2018-05-01
Olho d Água das Flores,2018,8,1,2018-08-01
Olho d Água das Flores,2018,11,1,2018-11-01
Olho d Água das Flores,2019,1,1,2019-01-01
Olho d Água das Flores,2019,2,1,2019-02-01
Olho d Água das Flores,2019,3,1,2019-03-01
Olho d Água das Flores,2019,6,2,2019-06-01
Olho d Água das Flores,2019,7,1,2019-07-01
Olho d Água das Flores,2019,10,2,2019-10-01
Olho d Água das Flores,2019,12,1,2019-12-01
Olho d Água das Flores,2020,1,2,2020-01-01
Olho d Água das Flores,2020,2,1,2020-02-01
Olho d Água das Flores,2020,8,1,2020-08-01
Olho d Água das Flores,2020,10,2,2020-10-01
Olho d Água das Flores,2020,11,2,2020-11-01
Olho d Água das Flores,2021,1,3,2021-01-01
Olho d Água das Flores,2021,2,2,2021-02-01
Olho d Água das Flores,2021,5,1,2021-05-01
Olho d Água das Flores,2021,10,1,2021-10-01
Olho d Água das Flores,2022,1,2,2022-01-01
Olho d Água das Flores,2022,3,1,2022-03-01
Olho d Água das Flores,2022,5,2,2022-05-01
Olho d Água das Flores,2022,6,1,2022-06-01
Olho d Água das Flores,2022,7,2,2022-07-01
Olho d Água das Flores,2022,9,1,2022-09-01
Olho d Água das Flores,2023,2,2,2023-02-01
Olho d Água das Flores,2023,3,1,2023-03-01
Olho d Água das Flores,2023,5,2,2023-05-01
Olho d Água das Flores,2024,2,1,2024-02-01
Olho d Água das Flores,2024,12,1,2024-12-01
Olho d Água das Flores,2025,1,2,2025-01-01
Olho d Água das Flores,2025,2,1,2025-02-01
Olho d Água das Flores,2025,11,1,2025-11-01
Olho d Água das Flores,2026,1,1,2026-01-01
Olho d Água das Flores,2026,3,1,2026-03-01
Olho d Água do Casado,2012,8,1,2012-08-01
Olho d Água do Casado,2013,3,2,2013-03-01
Olho d Água do Casado,2013,8,1,2013-08-01
Olho d Água do Casado,2014,4,1,2014-04-01
Olho d Água do Casado,2014,6,1,2014-06-01
Olho d Água do Casado,2014,10,1,2014-10-01
Olho d Água do Casado,2014,11,1,2014-11-01
Olho d Água do Casado,2014,12,1,2014-12-01
Olho d Água do Casado,2015,2,1,2015-02-01
Olho d Água do Casado,2015,4,1,2015-04-01
Olho d Água do Casado,2015,5,1,2015-05-01
Olho d Água do Casado,2015,6,1,2015-06-01
Olho d Água do Casado,2015,12,1,2015-12-01
Olho d Água do Casado,2016,2,3,2016-02-01
Olho d Água do Casado,2016,5,1,2016-05-01
Olho d Água do Casado,2016,9,1,2016-09-01
Olho d Água do Casado,2016,11,1,2016-11-01
Olho d Água do Casado,2017,1,2,2017-01-01
Olho d Água do Casado,2018,7,1,2018-07-01
Olho d Água do Casado,2018,9,1,2018-09-01
Olho d Água do Casado,2019,2,1,2019-02-01
Olho d Água do Casado,2019,3,1,2019-03-01
Olho d Água do Casado,2020,3,1,2020-03-01
Olho d Água do Casado,2020,6,1,2020-06-01
Olho d Água do Casado,2020,8,1,2020-08-01
Olho d Água do Casado,2020,9,1,2020-09-01
Olho d Água do Casado,2021,1,1,2021-01-01
Olho d Água do Casado,2022,2,1,2022-02-01
Olho d Água do Casado,2022,11,1,2022-11-01
Olho d Água do Casado,2023,11,1,2023-11-01
Olho d Água do Casado,2023,12,2,2023-12-01
Olho d Água do Casado,2024,1,1,2024-01-01
Olho d Água do Casado,2024,2,1,2024-02-01
Olho d Água do Casado,2024,11,1,2024-11-01
Olho d Água do Casado,2025,1,1,2025-01-01
Olho d Água do Casado,2026,3,1,2026-03-01
Olivença,2012,1,2,2012-01-01
Olivença,2012,6,1,2012-06-01
Olivença,2013,3,1,2013-03-01
Olivença,2013,4,1,2013-04-01
Olivença,2014,2,1,2014-02-01
Olivença,2014,4,1,2014-04-01
Olivença,2014,7,1,2014-07-01
Olivença,2014,11,1,2014-11-01
Olivença,2015,3,1,2015-03-01
Olivença,2015,10,1,2015-10-01
Olivença,2016,7,1,2016-07-01
Olivença,2017,2,1,2017-02-01
Olivença,2017,4,2,2017-04-01
Olivença,2018,2,1,2018-02-01
Olivença,2019,4,1,2019-04-01
Olivença,2020,2,1,2020-02-01
Olivença,2020,9,1,2020-09-01
Olivença,2020,10,2,2020-10-01
Olivença,2021,1,1,2021-01-01
Olivença,2021,10,1,2021-10-01
Olivença,2022,4,1,2022-04-01
Olivença,2022,9,1,2022-09-01
Olivença,2022,12,1,2022-12-01
Olivença,2023,2,1,2023-02-01
Olivença,2023,7,1,2023-07-01
Olivença,2024,3,2,2024-03-01
Olivença,2024,5,1,2024-05-01
Olivença,2024,8,1,2024-08-01
Olivença,2024,10,1,2024-10-01
Olivença,2024,11,1,2024-11-01
Olivença,2025,4,2,2025-04-01
Olivença,2025,10,1,2025-10-01
Ouro Branco,2012,1,1,2012-01-01
Ouro Branco,2012,6,1,2012-06-01
Ouro Branco,2013,12,1,2013-12-01
Ouro Branco,2014,4,2,2014-04-01
Ouro Branco,2014,8,1,2014-08-01
Ouro Branco,2015,2,1,2015-02-01
Ouro Branco,2015,5,1,2015-05-01
Ouro Branco,2015,7,1,2015-07-01
Ouro Branco,2016,8,1,2016-08-01
Ouro Branco,2017,5,1,2017-05-01
Ouro Branco,2018,2,1,2018-02-01
Ouro Branco,2018,3,1,2018-03-01
Ouro Branco,2018,9,1,2018-09-01
Ouro Branco,2018,10,1,2018-10-01
Ouro Branco,2020,7,1,2020-07-01
Ouro Branco,2021,1,1,2021-01-01
Ouro Branco,2021,9,1,2021-09-01
Ouro Branco,2021,11,2,2021-11-01
Ouro Branco,2023,3,1,2023-03-01
Ouro Branco,2023,9,1,2023-09-01
Ouro Branco,2024,1,1,2024-01-01
Ouro Branco,2025,12,1,2025-12-01
Ouro Branco,2026,2,1,2026-02-01
Palestina,2012,2,1,2012-02-01
Palestina,2013,2,1,2013-02-01
Palestina,2014,6,2,2014-06-01
Palestina,2014,10,1,2014-10-01
Palestina,2015,12,1,2015-12-01
Palestina,2020,9,1,2020-09-01
Palestina,2024,12,1,2024-12-01
Palestina,2025,2,1,2025-02-01
Palestina,2026,4,1,2026-04-01
Palmeira dos Índios,2012,1,5,2012-01-01
Palmeira dos Índios,2012,2,9,2012-02-01
Palmeira dos Índios,2012,3,5,2012-03-01
Palmeira dos Índios,2012,4,7,2012-04-01
Palmeira dos Índios,2012,5,6,2012-05-01
Palmeira dos Índios,2012,6,3,2012-06-01
Palmeira dos Índios,2012,7,1,2012-07-01
Palmeira dos Índios,2012,8,3,2012-08-01
Palmeira dos Índios,2012,9,7,2012-09-01
Palmeira dos Índios,2012,10,4,2012-10-01
Palmeira dos Índios,2012,11,2,2012-11-01
Palmeira dos Índios,2012,12,4,2012-12-01
Palmeira dos Índios,2013,1,5,2013-01-01
Palmeira dos Índios,2013,2,7,2013-02-01
Palmeira dos Índios,2013,3,2,2013-03-01
Palmeira dos Índios,2013,4,1,2013-04-01
Palmeira dos Índios,2013,5,2,2013-05-01
Palmeira dos Índios,2013,6,2,2013-06-01
Palmeira dos Índios,2013,7,5,2013-07-01
Palmeira dos Índios,2013,8,3,2013-08-01
Palmeira dos Índios,2013,9,4,2013-09-01
Palmeira dos Índios,2013,10,2,2013-10-01
Palmeira dos Índios,2013,11,5,2013-11-01
Palmeira dos Índios,2013,12,3,2013-12-01
Palmeira dos Índios,2014,1,3,2014-01-01
Palmeira dos Índios,2014,2,6,2014-02-01
Palmeira dos Índios,2014,3,6,2014-03-01
Palmeira dos Índios,2014,4,3,2014-04-01
Palmeira dos Índios,2014,5,5,2014-05-01
Palmeira dos Índios,2014,6,3,2014-06-01
Palmeira dos Índios,2014,7,2,2014-07-01
Palmeira dos Índios,2014,8,1,2014-08-01
Palmeira dos Índios,2014,9,3,2014-09-01
Palmeira dos Índios,2014,10,4,2014-10-01
Palmeira dos Índios,2014,11,2,2014-11-01
Palmeira dos Índios,2015,1,1,2015-01-01
Palmeira dos Índios,2015,2,7,2015-02-01
Palmeira dos Índios,2015,3,4,2015-03-01
Palmeira dos Índios,2015,4,2,2015-04-01
Palmeira dos Índios,2015,5,3,2015-05-01
Palmeira dos Índios,2015,6,1,2015-06-01
Palmeira dos Índios,2015,7,4,2015-07-01
Palmeira dos Índios,2015,8,2,2015-08-01
Palmeira dos Índios,2015,9,2,2015-09-01
Palmeira dos Índios,2015,10,5,2015-10-01
Palmeira dos Índios,2015,11,6,2015-11-01
Palmeira dos Índios,2015,12,7,2015-12-01
Palmeira dos Índios,2016,1,1,2016-01-01
Palmeira dos Índios,2016,2,7,2016-02-01
Palmeira dos Índios,2016,3,3,2016-03-01
Palmeira dos Índios,2016,4,1,2016-04-01
Palmeira dos Índios,2016,5,3,2016-05-01
Palmeira dos Índios,2016,6,3,2016-06-01
Palmeira dos Índios,2016,7,3,2016-07-01
Palmeira dos Índios,2016,8,2,2016-08-01
Palmeira dos Índios,2016,9,3,2016-09-01
Palmeira dos Índios,2016,10,4,2016-10-01
Palmeira dos Índios,2016,11,1,2016-11-01
Palmeira dos Índios,2016,12,2,2016-12-01
Palmeira dos Índios,2017,1,3,2017-01-01
Palmeira dos Índios,2017,2,2,2017-02-01
